[DEBUG] Started grid active
Loop 0
[DEBUG] Particle 0 created at: 3, 4
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 0
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 3
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 1
[DEBUG] Particle 10 is entering movement loop
[DEBUG] Particle 10's move direction is 2
[DEBUG] Particle 10 set at: 0, 3
Loop 11
[DEBUG] Particle 11 created at: 0, 7
[DEBUG] Particle 11 is stuck
[DEBUG] Particle 11 is not stuck anymore
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 2
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 2
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 2
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 0
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 2
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 2
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 1
[DEBUG] Particle 11 is entering movement loop
[DEBUG] Particle 11's move direction is 3
[DEBUG] Particle 11 set at: 0, 3
Loop 12
[DEBUG] Particle 12 created at: 3, 4
[DEBUG] Particle 12 is stuck
[DEBUG] Particle 12 is not stuck anymore
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 2
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 0
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 1
[DEBUG] Particle 12 is entering movement loop
[DEBUG] Particle 12's move direction is 3
[DEBUG] Particle 12 set at: 0, 3
Loop 13
[DEBUG] Particle 13 created at: 3, 5
[DEBUG] Particle 13 is stuck
[DEBUG] Particle 13 is not stuck anymore
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 1
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 3
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 0
[DEBUG] Particle 13 is entering movement loop
[DEBUG] Particle 13's move direction is 2
[DEBUG] Particle 13 is entering movement loop
